GeneID	LOG_count	WT0_count	LOG_rpkm	WT0_rpkm	log2 Ratio(WT0/LOG)	Pvalue	FDR	significant
Unigene0002729	0	17	0.001	4.0724	11.99166356	1.54E-05	6.55E-05	yes
Unigene0002730	425	152	17.6451	6.2817	-1.490040656	3.09E-30	4.70E-29	yes
Unigene0002731	8	19	1.1231	2.6551	1.241279809	0.052396163	0.108762111	no
Unigene0002732	1	11	0.1866	2.0426	3.452385819	0.006362167	0.01719133	yes
Unigene0002733	4	12	0.9753	2.9125	1.578340088	0.076929385	0.14982899	no
Unigene0002734	2	0	0.4412	0.001	-8.785288981	0.500024999	0.660319045	no
Unigene0002735	12	12	2.1178	2.1081	-0.006623047	1	1	no
Unigene0002736	10	1	2.2326	0.2222	-3.328794074	0.011740243	0.029576409	yes
Unigene0002737	200	184	28.9545	26.5157	-0.126940749	0.44836242	0.62234408	no
Unigene0002738	249	297	10.6892	12.6912	0.247674605	0.057320183	0.117740948	no
Unigene0002739	13	103	1.406	11.089	2.97946077	1.85E-18	1.89E-17	yes
Unigene0002740	0	11	0.001	2.0564	11.0059052	0.00097925	0.003137496	yes
Unigene0002742	4	11	0.797	2.1817	1.452801105	0.118606691	0.216080529	no
Unigene0002744	10	52	1.2272	6.3522	2.371885949	5.97E-08	3.31E-07	yes
Unigene0002745	9	19	1.4419	3.03	1.071346681	0.087378541	0.167482575	no
Unigene0002746	5	9	1.0569	1.8937	0.841368916	0.424115089	0.594446379	no
Unigene0002747	180	129	34.9883	24.9597	-0.487271975	0.004681069	0.012988558	no
Unigene0002748	3	33	0.5811	6.3628	3.452803415	2.32E-07	1.22E-06	yes
Unigene0002749	152	51	13.944	4.6571	-1.582140709	9.54E-13	7.47E-12	yes
Unigene0002750	1389	703	46.2384	23.2946	-0.989095919	1.24E-47	2.80E-46	no
Unigene0002751	6	8	1.0522	1.3965	0.408406618	0.790600623	0.919217325	no
Unigene0002752	1	15	0.2163	3.2298	3.900339261	0.000521183	0.001760099	yes
Unigene0002753	15	17	2.4312	2.7427	0.173928247	0.860161894	0.97531868	no
Unigene0002754	55	52	2.4171	2.2747	-0.087600874	0.847206453	0.964803509	no
Unigene0002755	19	13	3.3532	2.2838	-0.55410222	0.377469428	0.542869683	no
Unigene0002756	4	5	0.7538	0.9379	0.315252314	1	1	no
Unigene0002757	8	3	1.691	0.6312	-1.421707549	0.22669138	0.364110533	no
Unigene0002758	1	14	0.2326	3.2415	3.800738571	0.000980413	0.003137496	yes
Unigene0002759	2	8	0.4672	1.8601	1.993268004	0.109462886	0.202417413	no
Unigene0002760	7	0	1.4575	0.001	-10.50928017	0.01564141	0.037903988	yes
Unigene0002761	40	514	2.0782	26.5825	3.677070385	2.49E-103	1.14E-101	yes
Unigene0002762	7	5	1.6559	1.1774	-0.492011018	0.77448171	0.906560631	no
Unigene0002763	8	12	1.5076	2.251	0.578312357	0.503660778	0.66339736	no
Unigene0002764	26	45	4.967	8.5573	0.784780922	0.032229967	0.071302223	no
Unigene0002765	67	66	7.9081	7.7542	-0.028353168	1	1	no
Unigene0002766	13	11	1.6388	1.3803	-0.247657936	0.838916366	0.957479364	no
Unigene0002767	6	0	0.9839	0.001	-9.942367883	0.03127344	0.069386062	no
Unigene0002768	6	5	0.7793	0.6465	-0.269528446	1	1	no
Unigene0002769	8	7	1.3812	1.203	-0.199285597	1	1	no
Unigene0002770	7	7	1.2433	1.2376	-0.006629349	1	1	no
Unigene0002771	5	6	1.1254	1.3442	0.25630994	1	1	no
Unigene0002772	7	9	1.5025	1.9229	0.355918747	0.803697892	0.929257144	no
Unigene0002773	872	1008	17.7246	20.3948	0.20244829	0.003856071	0.010993159	no
Unigene0002774	40	31	3.3744	2.6031	-0.374400265	0.3433284	0.504449375	no
Unigene0002775	1	9	0.1957	1.7536	3.163604042	0.021515144	0.050297929	no
Unigene0002776	11	2	2.1918	0.3967	-2.465995857	0.022502846	0.052341309	no
Unigene0002777	699	831	32.5182	38.4813	0.242910137	0.00174172	0.005337358	no
Unigene0002778	6	8	0.8553	1.1351	0.408316957	0.790600623	0.919217325	no
Unigene0002779	2	4	0.4395	0.8749	0.993254963	0.687546866	0.832683124	no
Unigene0002780	396	515	25.6881	33.2539	0.372423363	0.000167508	0.000616132	no
Unigene0002781	1	2	0.2172	0.4323	0.993008733	1	1	no
Unigene0002782	10	4	2.4171	0.9624	-1.328568614	0.17971814	0.301125081	no
Unigene0002783	12	35	1.9449	5.6466	1.537686457	0.001102894	0.003501978	yes
Unigene0002784	8	6	1.3158	0.9823	-0.421704614	0.790600623	0.919217325	no
Unigene0002785	997	1356	67.9238	91.9572	0.437045365	4.69E-12	3.53E-11	no
Unigene0002786	17	2	2.5822	0.3024	-3.094070702	0.000732495	0.002415186	yes
Unigene0002787	4	3	0.8297	0.6194	-0.421718403	1	1	no
Unigene0002788	5	6	1.1208	1.3388	0.256411595	1	1	no
Unigene0002791	21	24	2.6413	3.0047	0.185972782	0.766248816	0.900666728	no
Unigene0002792	8	12	1.8765	2.8019	0.578361177	0.503660778	0.66339736	no
Unigene0002793	3	11	0.678	2.4744	1.86772156	0.05745859	0.11774109	no
Unigene0002796	12	24	1.4164	2.8197	0.993312927	0.065485806	0.130574168	no
Unigene0002797	1	2	0.1193	0.2375	0.99333347	1	1	no
Unigene0002798	221	400	6.4358	11.595	0.849311422	2.49E-12	1.90E-11	no
Unigene0002799	6	4	1.367	0.9072	-0.591520698	0.753967752	0.888953546	no
Unigene0002800	20	28	3.1057	4.328	0.478782022	0.312908803	0.467333965	no
Unigene0002801	9	9	1.9393	1.9304	-0.006636178	1	1	no
Unigene0002802	7	0	1.2929	0.001	-10.33639498	0.01564141	0.037903988	yes
Unigene0002803	8	7	1.4164	1.2336	-0.199354078	1	1	no
Unigene0002804	10	3	1.7537	0.5237	-1.743589462	0.09238989	0.175641283	no
Unigene0002806	10	18	1.6448	2.9469	0.841285935	0.185241202	0.308940502	no
Unigene0002808	0	1	0.001	0.1976	7.626439137	1	1	no
Unigene0002809	9	8	1.386	1.2263	-0.176615297	1	1	no
Unigene0002812	134	155	4.5175	5.2015	0.203403124	0.242731483	0.385243242	no
Unigene0002813	10	12	1.2578	1.5024	0.256366427	0.831904334	0.951807084	no
Unigene0002814	12	51	1.5025	6.3563	2.080822227	7.74E-07	3.86E-06	yes
Unigene0002815	63	57	5.5329	4.983	-0.151021275	0.649242446	0.800905382	no
Unigene0002816	7	10	1.1582	1.6469	0.507868555	0.629207129	0.781563131	no
Unigene0002817	20	19	2.3606	2.2323	-0.080622675	1	1	no
Unigene0002818	2	3	0.4813	0.7187	0.578453263	1	1	no
Unigene0002819	17	8	2.4171	1.1322	-1.094148333	0.107971304	0.20105687	no
Unigene0002820	44	60	9.408	12.7701	0.440809857	0.141988209	0.249438229	no
Unigene0002821	23	14	4.0721	2.4673	-0.722839846	0.188150125	0.312819159	no
Unigene0002822	10	11	1.6208	1.7747	0.130869089	1	1	no
Unigene0002823	4	12	0.6698	2.0001	1.578269852	0.076929385	0.14982899	no
Unigene0002824	0	1	0.001	0.115	6.845490051	1	1	no
Unigene0002825	1	2	0.0949	0.1889	0.993142709	1	1	no
Unigene0002828	9	4	1.8194	0.8049	-1.176581298	0.267002764	0.411535972	no
Unigene0002830	15	16	1.6745	1.7779	0.086443804	1	1	no
Unigene0002831	4	7	0.6521	1.136	0.80079771	0.548940879	0.706890252	no
Unigene0002832	54	42	3.9038	3.0223	-0.36923227	0.262613238	0.408112209	no
Unigene0002833	11	8	1.8816	1.3621	-0.466127341	0.64776437	0.799338824	no
Unigene0002834	1	4	0.2449	0.9751	1.993357406	0.375062492	0.540113717	no
Unigene0002835	18	28	2.7045	4.1877	0.630796196	0.184429221	0.308150752	no
Unigene0002836	71	77	4.6273	4.9953	0.110400688	0.682328219	0.83215611	no
Unigene0002837	0	16	0.001	2.8469	11.4751761	3.07E-05	0.000125928	yes
Unigene0002838	47	39	4.5759	3.7796	-0.275821964	0.451521461	0.62434186	no
Unigene0002839	129	118	4.7212	4.2987	-0.13525317	0.527217492	0.685727784	no
Unigene0002840	0	7	0.001	1.2955	10.3392933	0.01564141	0.037903988	yes
Unigene0002841	17	5	3.4366	1.0061	-1.772208233	0.016959285	0.040734537	yes
Unigene0002842	5	9	0.9235	1.6546	0.841298621	0.424115089	0.594446379	no
Unigene0002843	19	26	1.2929	1.761	0.445784216	0.371837932	0.538480743	no
Unigene0002845	0	23	0.001	5.0506	12.30223907	2.41E-07	1.27E-06	yes
Unigene0002846	10	9	2.3758	2.1283	-0.158711868	1	1	no
Unigene0002847	12	2	1.3812	0.2291	-2.591872876	0.012969461	0.032163638	yes
Unigene0002848	2	12	0.2033	1.214	2.578086301	0.012969461	0.032163638	yes
Unigene0002849	11	18	0.5441	0.8862	0.703760498	0.265278668	0.410608253	no
Unigene0002850	4	0	0.223	0.001	-7.8008999	0.125037499	0.223164129	no
Unigene0002851	4	2	0.2373	0.1181	-1.006703136	0.687546866	0.832683124	no
Unigene0002852	33	50	1.917	2.8912	0.592818074	0.079037579	0.153385558	no
Unigene0002853	17	18	4.0561	4.275	0.075831199	1	1	no
Unigene0002854	251	219	11.4563	9.9498	-0.203401746	0.132336094	0.235002059	no
Unigene0002857	6	6	0.9089	0.9047	-0.006682102	1	1	no
Unigene0002858	37	21	3.194	1.8045	-0.82376517	0.048262353	0.101254991	no
Unigene0002859	5	4	1.1879	0.9459	-0.328653816	1	1	no
Unigene0002860	54	30	8.5284	4.7162	-0.854650205	0.011808828	0.029735492	no
Unigene0002861	5	2	0.7393	0.2943	-1.328872371	0.453207015	0.62434186	no
Unigene0002862	9	0	1.2203	0.001	-10.25302015	0.003913285	0.01109085	yes
Unigene0002863	0	1	0.001	0.2335	7.86727874	1	1	no
Unigene0002864	6	8	1.3184	1.7498	0.408401886	0.790600623	0.919217325	no
Unigene0002866	7	3	1.1792	0.5031	-1.228891335	0.343873016	0.504449375	no
Unigene0002867	7	3	1.436	0.6126	-1.229038477	0.343873016	0.504449375	no
Unigene0002870	81	535	9.48	62.327	2.716898309	1.37E-80	5.02E-79	yes
Unigene0002871	71	573	8.2922	66.6138	3.005994265	1.39E-95	5.84E-94	yes
Unigene0002872	816	1059	24.0273	31.0392	0.369416835	1.42E-07	7.61E-07	no
Unigene0002873	7	9	1.3654	1.7475	0.355968799	0.803697892	0.929257144	no
Unigene0002874	2	7	0.3168	1.1036	1.800573121	0.179785925	0.301125081	no
Unigene0002876	5	5	0.6069	0.6041	-0.006671434	1	1	no
Unigene0002877	25	25	3.3409	3.3255	-0.00666553	1	1	no
Unigene0002878	3	2	0.7315	0.4854	-0.591683756	1	1	no
Unigene0002879	7	1	1.5628	0.2222	-2.814202439	0.070367189	0.13895621	no
Unigene0002880	1	0	0.1349	0.001	-7.075746538	1	1	no
Unigene0002881	1	0	0.1183	0.001	-6.886306263	1	1	no
Unigene0002882	2	6	0.4792	1.4311	1.578424673	0.28916092	0.43835434	no
Unigene0002883	15	11	2.5501	1.8615	-0.454088206	0.557455914	0.715501966	no
Unigene0002884	177	164	9.9093	9.1393	-0.116699478	0.519400047	0.678665922	no
Unigene0002885	2	8	0.4483	1.7851	1.993468491	0.109462886	0.202417413	no
Unigene0002886	15	31	1.4733	3.0308	1.040647425	0.026065347	0.059625148	no
Unigene0002887	1	8	0.2316	1.8446	2.993600845	0.039104693	0.084037097	no
Unigene0002888	20	22	3.3289	3.645	0.130873282	0.877742635	0.990302928	no
Unigene0002889	8	12	1.5127	2.2587	0.578366766	0.503660778	0.66339736	no
Unigene0002890	1	7	0.2386	1.6625	2.800688392	0.070367189	0.13895621	no
Unigene0002891	9	0	1.5684	0.001	-10.61507783	0.003913285	0.01109085	yes
Unigene0002892	12	4	2.2237	0.7378	-1.591660473	0.076929385	0.14982899	no
Unigene0002893	50	77	3.926	6.0183	0.616295851	0.021083669	0.049600211	no
Unigene0002894	7	2	1.6993	0.4833	-1.813949673	0.179785925	0.301125081	no
Unigene0002895	6	10	0.7848	1.302	0.730332502	0.454681493	0.62434186	no
Unigene0002896	1	2	0.2022	0.4025	0.993205786	1	1	no
Unigene0002897	5	0	1.045	0.001	-10.02928723	0.062531251	0.126174354	no
Unigene0002898	62	57	8.3659	7.6559	-0.127948767	0.714838365	0.857749075	no
Unigene0002899	5	0	0.9054	0.001	-9.822411496	0.062531251	0.126174354	no
Unigene0002900	6	2	1.076	0.357	-1.591682099	0.28916092	0.43835434	no
Unigene0002901	33	5	4.0588	0.6121	-2.729213979	4.34E-06	1.99E-05	yes
Unigene0002902	13	3	1.7889	0.4109	-2.122213507	0.021320761	0.050035434	no
Unigene0002903	11	4	2.343	0.8481	-1.466050665	0.118606691	0.216080529	no
Unigene0002904	10	7	1.3142	0.9157	-0.52123792	0.629207129	0.781563131	no
Unigene0002907	12	13	2.4708	2.6644	0.108832451	1	1	no
Unigene0002908	3	0	0.3961	0.001	-8.629720891	0.250037498	0.39084956	no
Unigene0002910	149	155	8.3082	8.6031	0.050320661	0.775996213	0.907871974	no
Unigene0002911	103	136	3.8199	5.0206	0.394324917	0.039394849	0.084618847	no
Unigene0002913	73	105	5.5441	7.9377	0.517767758	0.020442703	0.048237239	no
Unigene0002914	386	1927	14.0437	69.787	2.313035232	1.56E-220	1.57E-218	yes
Unigene0002915	13	9	2.6767	1.8446	-0.53714745	0.523698161	0.681875243	no
Unigene0002916	5	4	0.665	0.5295	-0.328723656	1	1	no
Unigene0002917	39	15	7.0853	2.7126	-1.385152616	0.001517905	0.004698196	yes
Unigene0002918	19	12	4.6125	2.8998	-0.669595511	0.281415825	0.430934836	no
Unigene0002919	69	65	3.5256	3.306	-0.092782077	0.796296531	0.92438491	no
Unigene0002920	20	17	1.805	1.5272	-0.241109829	0.743060506	0.882230838	no
Unigene0002923	8	7	1.8378	1.6007	-0.199276827	1	1	no
Unigene0002924	10	3	1.7818	0.5321	-1.743566101	0.09238989	0.175641283	no
Unigene0002925	12	6	2.0978	1.0441	-1.006617246	0.238096895	0.378565074	no
Unigene0002926	129	121	8.0851	7.5488	-0.099018294	0.660041805	0.811981044	no
Unigene0002927	27	44	3.3282	5.3987	0.697869919	0.057252937	0.117609716	no
Unigene0002928	63	40	4.1595	2.6288	-0.662005732	0.030101465	0.067722243	no
Unigene0002929	2	20	0.2666	2.6541	3.315474043	0.000122056	0.000459236	yes
Unigene0002930	31	5	4.2136	0.6765	-2.638891525	1.31E-05	5.66E-05	yes
Unigene0002931	12	4	2.1178	0.7027	-1.591585547	0.076929385	0.14982899	no
Unigene0002933	2	2	0.3985	0.3967	-0.006531327	1	1	no
Unigene0002934	7	6	1.2594	1.0745	-0.22907109	1	1	no
Unigene0002935	9	6	1.7617	1.1691	-0.591569931	0.607376167	0.764364652	no
Unigene0002936	4	3	0.9503	0.7094	-0.421783699	1	1	no
Unigene0002937	0	7	0.001	1.6769	10.71158094	0.01564141	0.037903988	yes
Unigene0002938	9	11	0.7336	0.8925	0.28285853	0.823890983	0.945240252	no
Unigene0002939	4	7	0.7388	1.2869	0.80064418	0.548940879	0.706890252	no
Unigene0002940	172	124	7.3497	5.2743	-0.47870573	0.006590333	0.017767395	no
Unigene0002941	114	61	15.198	8.0949	-0.908796319	8.09E-05	0.000312588	no
Unigene0002942	355	244	29.2376	20.0033	-0.547586866	6.12E-06	2.76E-05	no
Unigene0002943	76	75	13.4985	13.2597	-0.025750964	1	1	no
Unigene0002944	17	32	1.8714	3.5065	0.905913769	0.044642931	0.094343915	no
Unigene0002945	8	3	1.2743	0.4757	-1.421581031	0.22669138	0.364110533	no
Unigene0002946	87	91	12.3382	12.8461	0.058198495	0.822941465	0.945240252	no
Unigene0002951	13	45	1.1526	3.9716	1.784828404	3.09E-05	0.000126618	yes
Unigene0002952	60	104	2.9005	5.0044	0.786895489	0.000773551	0.002540501	no
Unigene0002953	23	372	2.2198	35.7385	4.00897748	1.02E-80	3.73E-79	yes
Unigene0002954	7029	8984	296.4798	377.1991	0.34739242	9.07E-30	1.36E-28	no
Unigene0002955	8	5	1.2354	0.7686	-0.684673354	0.581180318	0.738783422	no
Unigene0002957	327	264	23.4565	18.8503	-0.315400278	0.009410096	0.024290542	no
Unigene0002958	283	179	16.3033	10.2646	-0.667486606	1.60E-06	7.70E-06	no
Unigene0002959	7	1	1.7143	0.2438	-2.81384957	0.070367189	0.13895621	no
Unigene0002960	9	24	0.7137	1.8946	1.408503612	0.013606508	0.033586053	yes
Unigene0002962	161	113	11.6999	8.174	-0.517382051	0.004708707	0.013057839	no
Unigene0002963	128	138	6.1291	6.5775	0.1018641	0.583645437	0.741243147	no
Unigene0002964	99	87	14.04	12.2814	-0.193067908	0.422147245	0.593553126	no
Unigene0002965	171	207	10.9646	13.212	0.268995693	0.074371201	0.145811353	no
Unigene0002966	90	97	4.5776	4.911	0.10142542	0.662427194	0.814368129	no
Unigene0002967	1201	1382	49.238	56.3981	0.195874398	0.001253842	0.003948931	no
Unigene0002968	6	12	1.1008	2.1916	0.993432134	0.238096895	0.378565074	no
Unigene0002969	90	95	5.1794	5.4421	0.071378486	0.769819329	0.904293455	no
Unigene0002970	142	147	6.1866	6.375	0.043278584	0.815337108	0.93847425	no
Unigene0002971	2	7	0.09	0.3134	1.800008273	0.179785925	0.301125081	no
Unigene0002972	3	75	0.134	3.3336	4.636776099	5.95E-19	6.25E-18	yes
Unigene0002973	218	189	8.2781	7.1439	-0.212587791	0.169361565	0.288277667	no
Unigene0002974	366	447	16.0718	19.5385	0.281788198	0.007286313	0.019438939	no
Unigene0002975	370	551	17.2416	25.558	0.567881284	8.76E-09	5.21E-08	no
Unigene0002976	77	45	4.5059	2.6212	-0.781587859	0.004929461	0.013633323	no
Unigene0002977	6	4	0.9725	0.6453	-0.591728225	0.753967752	0.888953546	no
Unigene0002978	378	196	16.4558	8.4934	-0.954182064	3.01E-14	2.57E-13	no
Unigene0002981	256	227	11.7423	10.3643	-0.18009234	0.177318756	0.300040884	no
Unigene0002982	946	846	45.3758	40.3927	-0.167828494	0.019725426	0.04674193	no
Unigene0002983	87	38	7.5102	3.2652	-1.201679965	1.47E-05	6.31E-05	yes
Unigene0002984	10	1	1.937	0.1928	-3.328646997	0.011740243	0.029576409	yes
Unigene0002985	44	5	1.8433	0.2085	-3.144171602	7.88E-09	4.71E-08	yes
Unigene0002987	976	713	70.741	51.4411	-0.45962512	4.69E-10	3.08E-09	no
Unigene0002988	138	180	8.0501	10.4519	0.376686617	0.022388584	0.052218245	no
Unigene0002989	156	126	9.8888	7.9504	-0.314768014	0.08618205	0.165592533	no
Unigene0002990	86	46	5.4145	2.8828	-0.909357368	0.000657491	0.002182587	no
Unigene0002991	20	14	3.3692	2.3476	-0.521219458	0.391933039	0.557903229	no
Unigene0002992	54	24	6.7765	2.9979	-1.176588066	0.000921643	0.002979871	yes
Unigene0002993	392	370	24.2406	22.775	-0.089974355	0.413507312	0.583374465	no
Unigene0002994	983	532	24.9418	13.4365	-0.892408198	1.18E-29	1.77E-28	no
Unigene0002995	11524	26667	163.7233	377.121	1.203767838	0	0	yes
Unigene0002996	163	173	8.6301	9.1174	0.079245195	0.626384903	0.780235924	no
Unigene0002997	91	46	6.4445	3.2427	-0.990872872	0.00015831	0.000585103	no
Unigene0002999	155	167	9.7808	10.4896	0.100935287	0.543169558	0.702531595	no
Unigene0003000	160	122	6.055	4.5957	-0.397842336	0.028489533	0.064574405	no
Unigene0003001	776	617	23.7162	18.7702	-0.337428846	2.65E-05	0.000109688	no
Unigene0003002	98	116	8.4729	9.9831	0.236632036	0.247648201	0.39084956	no
Unigene0003003	12	7	2.5269	1.4673	-0.784204701	0.35951399	0.523046962	no
Unigene0003004	1	0	0.0987	0.001	-6.62497818	1	1	no
Unigene0003005	132	52	6.5932	2.5854	-1.350591341	3.84E-09	2.35E-08	yes
Unigene0003007	110	274	6.1213	15.1775	1.310024193	8.01E-17	7.68E-16	yes
Unigene0003008	217	242	16.8017	18.6512	0.150661242	0.309966111	0.463841425	no
Unigene0003009	5	26	0.3479	1.8007	2.371813261	0.00019426	0.000707158	yes
Unigene0003010	467	772	24.6316	40.5315	0.718533224	7.10E-17	6.83E-16	no
Unigene0003011	1561	1345	35.8299	30.7301	-0.221511555	0.000119204	0.00044974	no
Unigene0003012	213	225	6.5457	6.8827	0.072427145	0.636106581	0.788657946	no
Unigene0003013	2	0	0.2918	0.001	-8.188836073	0.500024999	0.660319045	no
Unigene0003014	12	8	1.4825	0.9838	-0.591595145	0.503660778	0.66339736	no
Unigene0003015	2	2	0.3195	0.318	-0.006789166	1	1	no
Unigene0003016	140	61	10.3635	4.4948	-1.205182489	2.93E-08	1.67E-07	yes
Unigene0003017	48	84	2.69	4.6858	0.800689205	0.00226768	0.00676898	no
Unigene0003018	48	76	5.0065	7.8905	0.656314342	0.015296431	0.037324435	no
Unigene0003019	1060	674	58.1146	36.7822	-0.659892882	2.21E-19	2.37E-18	no
Unigene0003020	134	136	7.5705	7.6482	0.014731663	0.951811422	1	no
Unigene0003021	3	5	0.7158	1.1875	0.730299065	0.726617172	0.866676484	no
Unigene0003022	66	41	3.6042	2.2287	-0.693476638	0.020230195	0.047781875	no
Unigene0003023	125	114	9.899	8.9864	-0.139539511	0.520302244	0.67947946	no
Unigene0003024	150	128	7.1825	6.1009	-0.235464004	0.210916452	0.344080588	no
Unigene0003025	15	25	1.0333	1.7143	0.730360426	0.154271327	0.266308497	no
Unigene0003026	34	81	2.5202	5.9764	1.245738482	1.46E-05	6.25E-05	yes
Unigene0003027	135	258	6.9749	13.2686	0.927771719	1.05E-09	6.70E-09	no
Unigene0003028	8	7	1.1797	1.0275	-0.199281632	1	1	no
Unigene0003029	79	32	5.7185	2.3057	-1.310431955	9.99E-06	4.38E-05	yes
Unigene0003030	26	12	2.3313	1.071	-1.122176187	0.033719017	0.074218992	no
Unigene0003031	7	6	1.5025	1.2819	-0.229081268	1	1	no
Unigene0003032	1687	1627	30.8502	29.6163	-0.058888428	0.283689995	0.433992927	no
Unigene0003033	127	168	8.4251	11.0938	0.396987906	0.020621592	0.048609546	no
Unigene0003034	306	442	9.6327	13.8499	0.523863419	1.69E-06	8.12E-06	no
Unigene0003035	41	78	5.9357	11.2403	0.921190458	0.00091959	0.002974214	no
Unigene0003036	2053	1461	86.9243	61.5746	-0.497424193	6.16E-21	7.04E-20	no
Unigene0003037	182	222	6.0622	7.3606	0.279981923	0.054589458	0.112592554	no
Unigene0003038	24	44	1.8277	3.3354	0.867830503	0.020740309	0.048848213	no
Unigene0003039	715	623	32.8773	28.5153	-0.205355614	0.01285157	0.032029526	no
Unigene0003040	73	114	4.9795	7.7404	0.636407236	0.003482871	0.010013063	no
Unigene0003041	84	245	4.3279	12.565	1.537671601	3.92E-19	4.16E-18	yes
Unigene0003042	497	750	11.9453	17.9433	0.587002158	6.51E-12	4.84E-11	no
Unigene0003043	107	111	9.4871	9.7965	0.046299255	0.839908111	0.95838776	no
Unigene0003044	1479	2132	74.6111	107.0587	0.520939856	2.81E-23	3.49E-22	no
Unigene0003045	190	179	20.4701	19.1964	-0.09268237	0.606026819	0.764364652	no
Unigene0003046	40	87	2.61	5.6506	1.114354259	3.90E-05	0.000158047	yes
Unigene0003047	235	228	12.3481	11.9252	-0.050275609	0.713245166	0.855968534	no
Unigene0003048	0	3	0.001	0.7187	9.489245876	0.250037498	0.39084956	no
Unigene0003049	2147	1450	33.9566	22.8275	-0.572919144	9.89E-28	1.40E-26	no
Unigene0003050	12	19	1.7105	2.6959	0.656348879	0.281415825	0.430934836	no
Unigene0003051	147	97	10.177	6.6846	-0.606399205	0.00176242	0.005393613	no
Unigene0003052	14	11	2.8405	2.2216	-0.354545821	0.69022378	0.834247692	no
Unigene0003053	8	18	1.4346	3.2131	1.163317346	0.075707273	0.148060114	no
Unigene0003054	14	8	2.5026	1.4235	-0.813985225	0.286545428	0.437204125	no
Unigene0003055	5	11	1.0858	2.3778	1.130868984	0.210296764	0.343179166	no
Unigene0003056	142	47	17.5426	5.7797	-1.601796071	3.45E-12	2.61E-11	yes
Unigene0003057	6	6	1.1082	1.1031	-0.00665469	1	1	no
Unigene0003058	6	10	0.9898	1.6421	0.730333039	0.454681493	0.62434186	no
Unigene0003059	38	18	2.1578	1.0174	-1.084674153	0.01056145	0.027002633	yes
Unigene0003060	273	285	11.4369	11.8848	0.055421566	0.707107933	0.850872347	no
Unigene0003061	38	28	4.7687	3.4976	-0.447230719	0.268601615	0.41356381	no
Unigene0003063	83	60	7.7942	5.6085	-0.47478598	0.066392761	0.132161021	no
Unigene0003064	238	257	21.2718	22.8644	0.104160943	0.477489365	0.650187331	no
Unigene0003065	23	279	2.2472	27.1337	3.593885355	2.40E-56	6.26E-55	yes
Unigene0003066	452	593	13.4878	17.614	0.385067522	3.08E-05	0.000126196	no
Unigene0003067	168	41	12.9357	3.1424	-2.041419386	2.84E-19	3.03E-18	yes
Unigene0003068	749	593	32.8123	25.8589	-0.343575818	2.94E-05	0.00012087	no
Unigene0003069	111	97	17.9383	15.6038	-0.201145762	0.369898979	0.535930536	no
Unigene0003070	0	15	0.001	2.523	11.30092449	6.14E-05	0.000241229	yes
Unigene0003072	199	455	11.6698	26.5595	1.186448151	5.82E-23	7.13E-22	yes
Unigene0003073	147	99	9.0001	6.0334	-0.576969799	0.00282104	0.008250283	no
Unigene0003074	465	442	25.1465	23.7928	-0.079832551	0.435745014	0.607782716	no
